house_id,beds,baths,living_area,house_type,year_built,heating,cooling,parking,price,price_per_sqft
110750322,3,2,"2,276",Single Family,1955,"Forced air, Gas",Central,4 spaces,"$369,900",$163
55406002,2,2,"1,416",Condo,1992,"Forced air, Gas",Central,1 space,"$357,000",$252
7511108,3,2,"1,300",Single Family,1946,Other,Refrigeration,2 spaces,"$239,900",$185
50903650,4,3,"2,500",Single Family,1999,Forced air,Central,2 spaces,"$1,585,000",$634
20691214,2,1,822,Single Family,1938,Wall,Other,No Data,"$700,000",$852
15143256,--,1,621,Condo,1983,Baseboard,No Data,No Data,"$649,000","$1,045"
251031652,2,3,"2,188",Condo,2017,"Forced air, Electric, Gas",Central,2 spaces,"$639,000",$292
55398332,5,5,"3,015",Multiple Occupancy,1889,"Other, Gas",None,No Data,"$525,000",$174
110700901,4,5,"2,230",Single Family,1950,"Forced air, Gas",Central,2 spaces,"$289,900",$130
70747509,4,3,"2,527",Single Family,2005,"Forced air, Electric",Central,3 spaces,"$415,000",$164
20642448,6,3,"2,232",Multiple Occupancy,1959,Wall,Wall,No Data,"$1,549,000",$694
63703850,2,2,"1,250",Condo,2001,"Forced air, Gas",Central,1 space,"$249,500",$200
19557711,2,1,853,Condo,1978,Forced air,Central,No Data,"$650,000",$762
458775,6,6,"8,035",Single Family,2020,Forced air,Central,2 spaces,"$2,799,000",$348
118189181,3,2,"1,144",Single Family,2020,Heat pump,Central,1 space,"$359,500",$314
27323556,3,2,"1,512",Single Family,1979,Forced air,Central,2 spaces,"$250,000",$165
110704145,3,3,"1,092",Single Family,1950,"Forced air, Gas",Central,2 spaces,"$244,000",$223
61122517,1,1,713,Condo,2003,Heat pump,Central,Attached Garage,"$239,900",$336
71481806,1,2,"1,730",Condo,2004,Forced air,Central,1 space,"$549,900",$318
27329279,3,2,"1,592",Single Family,1974,"Forced air, Heat pump",Central,No Data,"$285,000",$179
20793210,2,2,"1,009",Condo,1964,"None, Forced air",Central,2 spaces,"$800,000",$793
2104378637,2,2,"1,295",Condo,2013,Forced air,Other,2 spaces,"$235,000",$181
3591765,4,2,"1,200",Single Family,1959,Gas,Central,7 spaces,"$261,068",
19600792,3,2,"1,825",Condo,1979,"Forced air, Gas",Central,2 spaces,"$1,325,000",$726
3860868,4,4,"3,000",Single Family,1892,"Forced air, Gas",Central,2 spaces,"$750,000",$250
17043835,4,2,"1,540",Single Family,2013,Forced air,Central,9 spaces,"$545,000",$354
241585966,2,2,"1,311",Condo,2017,Forced air,None,No Data,"$1,499,000","$1,143"
55398319,3,3,"2,242",Multi Family,1904,Forced air,None,No Data,"$449,000",$200
15160498,4,3.5,"1,879",Single Family,1959,Forced air,Central,Attached Garage,"$2,599,000","$1,383"
36741277,4,3,"1,968",Single Family,1972,Forced air,Central,5 spaces,"$334,900",$170
15084939,3,3.5,"2,120",Single Family,1953,Forced air,Central,No Data,"$1,995,000",$941
53737326,3,2,"1,796",Single Family,1999,"Forced air, Electric",Central,2 spaces,"$269,900",$150
7511296,3,1.75,"1,551",Single Family,1958,Other,Refrigeration,5 spaces,"$230,000",$148
104452024,2,2,"1,819",Condo,2009,Forced air,Central,2 spaces,"$499,900",$275
63012913,1,1,700,Condo,2004,Forced air,Central,No Data,"$220,000",$314
81928071,1,1,722,Condo,1986,Forced air,Central,1 space,"$219,900",$305
173560724,4,2,"1,343",Single Family,1963,"Forced air, Gas",Central,2 spaces,"$235,000",$175
20639953,2,1,"1,120",Single Family,1950,"Wall, Electric",None,1 space,"$370,000",$330
43701149,4,3,"3,754",Single Family,1991,"Forced air, Electric",Central,2 spaces,"$550,000",$147
36731431,3,3,"1,349",Single Family,1995,Heat pump,No Data,No Data,"$260,000",$193
92355228,--,--,"3,726",Multiple Occupancy,1985,"Wall, Electric",Central,No Data,"$1,050,000",$282
110749091,3,2,"1,664",Single Family,1952,"Forced air, Gas",Central,2 spaces,"$314,900",$189
110747725,4,2,"1,816",Single Family,1953,"Forced air, Gas",Central,2 spaces,"$324,900",$179
110709853,3,3,"2,878",Single Family,2019,"Forced air, Gas",Central,3 spaces,"$799,900",$278
20795689,1,1,693,Condo,1954,Forced air,Central,2 spaces,"$585,000",$844
62847505,6,5,"5,476",Single Family,2005,Forced air,Central,3 spaces,"$730,000",$133
70474031,3,3,"1,800",Condo,2002,"Forced air, Gas",Central,1 space,"$350,000",$194
26946434,3,2,"2,122",Single Family,1978,"Forced air, Gas",Central,2 spaces,"$319,000",$150
26906776,3,2,800,Single Family,1983,Forced air,Central,1 space,"$119,900",$150
26802262,3,2,864,Single Family,1954,Forced air,Other,2 spaces,"$160,000",$185
19557511,3,3,"1,424",Townhouse,1997,"Other, Electric",No Data,2 spaces,"$1,057,000",$742
122064249,2,1,"1,042",Condo,1897,Forced air,Central,Carport,"$1,025,000",$984
17017652,8,2,"1,435",Single Family,1955,No Data,Other,3 spaces,"$599,900",$418
2077681488,4,4,"2,111",Single Family,2020,"Forced air, Gas",Central,2 spaces,"$1,599,000",$757
110722988,4,3,"2,155",Single Family,1950,"Forced air, Gas",Central,2 spaces,"$369,000",$171
36718840,4,2,"1,380",Single Family,1976,"Heat pump, Electric",Central,2 spaces,"$265,000",$192
153249613,--,--,"2,248",Multiple Occupancy,1953,None,None,No Data,"$1,399,999",$623
84001081,4,2,"1,507",Single Family,2007,Forced air,Central,4 spaces,"$212,000",$141
65562967,3,2,"1,150",Condo,2003,"Forced air, Gas",Central,1 space,"$215,000",$187
110717248,3,2,"1,336",Single Family,1953,"Forced air, Gas",Central,1 space,"$234,900",$176
241585552,1,1,528,Condo,1951,No Data,No Data,No Data,"$775,000","$1,468"
125257061,3,2,"1,295",Condo,2012,Forced air,Central,2 spaces,"$250,000",$193
110718999,3,1,"1,586",Single Family,1950,"Forced air, Gas",Central,2 spaces,"$229,900",$145
79843055,1,1,658,Condo,1909,"None, Forced air",Wall,1 space,"$829,000","$1,260"
17016010,4,3,"1,710",Single Family,1997,Forced air,None,2 spaces,"$585,000",$342
448548,1,1,825,Condo,1957,Heat pump,No Data,No Data,"$300,000",$364
17016789,3,2,840,Single Family,1952,Forced air,Central,2 spaces,"$415,000",$494
7514658,--,--,"2,520",Multi Family,1988,Wall,None,1 space,"$369,000",$146
2078089792,1,1,--,Condo,1966,"Baseboard, Gas",No Data,1 space,"$93,300",
20639002,1,1,661,Single Family,1947,Heat pump,Central,No Data,"$559,998",$847
7519355,3,2,"1,438",Single Family,1954,"Other, Gas",Evaporative,6 spaces,"$340,000",$236
19580714,4,3,"1,325",Single Family,1951,"Forced air, Gas",Central,1 space,"$1,425,000","$1,075"
453141,4,3,"2,294",Single Family,1947,Forced air,Central,No Data,"$1,030,000",$449
20797716,2,3,"2,355",Single Family,1977,"Forced air, Solar",Central,2 spaces,"$1,399,000",$594
20794223,3,2,"1,682",Single Family,1916,Forced air,Central,Detached Garage,"$1,695,000","$1,008"
110729370,3,3,"1,866",Single Family,1969,"Forced air, Gas",Central,2 spaces,"$289,900",$155
27324149,3,2,"1,859",Single Family,1980,"Forced air, Gas",Central,1 space,"$289,999",$156
63012888,1,2,897,Condo,2005,Forced air,Central,2 spaces,"$245,000",$273
55397006,2,1,900,Single Family,1901,Forced air,None,No Data,"$290,000",$322
158776765,5,4,"4,584",Single Family,2015,"Forced air, Gas",Central,2 spaces,"$1,450,000",$316
17010299,3,1,"1,170",Single Family,1957,"Forced air, Gas",Wall,1 space,"$580,000",$496
104454096,1,1,713,Condo,2007,Heat pump,Central,1 space,"$219,900",$308
81968055,5,3,"1,956",Single Family,1950,"Other, Electric",Wall,2 spaces,"$279,000",$143
2077819232,2,1,700,Condo,1968,Gas,No Data,1 space,"$129,900",$186
15086469,2,1,824,Condo,1980,Forced air,Central,No Data,"$968,000","$1,175"
111435637,4,3,"1,873",Single Family,1960,Electric,No Data,4 spaces,"$475,000",$254
27325725,3,3,"1,724",Single Family,1972,"Forced air, Gas",Central,No Data,"$258,000",$150
2077915350,4,4,"2,890",Single Family,No Data,"Forced air, Heat pump",Central,2 spaces,"$766,300",$265
66134507,5,3,"3,361",Single Family,2004,"Forced air, Electric, Gas",Central,2 spaces,"$410,000",$122
7515343,4,2,"1,289",Single Family,1961,Other,Other,4 spaces,"$248,000",$192
15069492,--,1,520,Condo,1930,Forced air,Central,None,"$539,000","$1,037"
26802339,3,2,"1,267",Single Family,1957,"Forced air, Gas",Central,1 space,"$139,900",$110
2078664523,3,4,"5,528",Single Family,2003,"Forced air, Electric, Gas",Central,2 spaces,"$4,595,000",$831
113950920,3,3,"2,400",Townhouse,2001,"Forced air, Gas",Central,2 spaces,"$564,900",$235
69669976,4,4,"3,646",Single Family,2005,Other,Central,2 spaces,"$285,000",$78
449292,3,3,"1,248",Multi Family,1924,Heat pump,Central,1 space,"$799,000",$640
70447588,2,1,850,Condo,1965,"Forced air, Electric",Central,2 spaces,"$135,000",$159
60529017,4,4,"2,636",Single Family,2002,"Forced air, Heat pump",Central,1 space,"$409,900",$156
27324765,3,2,"1,939",Single Family,1983,"Forced air, Gas",Central,2 spaces,"$325,000",$168
19581408,3,2,"1,284",Townhouse,1979,"Forced air, Gas",Central,1 space,"$699,888",$545
26819446,3,2,"1,899",Single Family,1965,"Forced air, Gas",Central,3 spaces,"$185,000",$97
20796184,--,1,426,Condo,1960,Wall,None,1 space,"$338,000",$793
104453117,1,1,"1,011",Condo,2007,Heat pump,Central,No Data,"$314,900",$311
3591199,2,1,750,Condo,1967,"Forced air, Gas",Central,1 space,"$119,900",$160
3591833,3,3,"2,240",Single Family,1963,"Forced air, Gas",Central,2 spaces,"$275,000",$123
89148047,4,4,"2,208",Single Family,2008,Other,Central,2 spaces,"$1,068,000",$484
19579826,2,1,"1,077",Single Family,1881,"None, Forced air",None,1 space,"$899,950",$836
70336895,5,5,"4,183",Single Family,2008,"Forced air, Electric, Gas",Central,3 spaces,"$1,295,000",$310
92352811,4,3,"2,750",Single Family,1956,Other,Refrigeration,2 spaces,"$689,000",$251
7515356,3,2,"1,759",Single Family,1925,"Forced air, Other",Evaporative,No Data,"$199,000",$113
26906412,3,3,"1,841",Single Family,1989,Forced air,Central,2 spaces,"$210,000",$114
26947300,4,3,"2,238",Single Family,1984,"Forced air, Gas",Central,2 spaces,"$359,000",$160
36731224,3,4,"1,836",Townhouse,1995,"Forced air, Gas",Central,2 spaces,"$270,000",$147
26817292,2,1,748,Single Family,1954,Forced air,Wall,1 space,"$125,000",$167
306141859,4,3,"2,607",Single Family,2020,"Forced air, Heat pump",Central,3 spaces,"$522,900",$201
20784322,5,6,"5,321",Single Family,2015,Forced air,Central,4 spaces,"$3,399,000",$639
58297288,5,7,"10,396",Single Family,2002,Other,Central,5 spaces,"$8,500,000",$818
7515443,4,2,"2,487",Single Family,1951,Other,Refrigeration,4 spaces,"$315,000",$127
20785955,3,3,"1,973",Single Family,1923,Forced air,"Central, Wall",No Data,"$1,975,000","$1,001"
82294487,2,2,"1,565",Condo,2007,"Forced air, Heat pump",Central,2 spaces,"$1,375,000",$879
55421174,4,2,"2,028",Single Family,1915,Radiant,None,1 space,"$525,000",$259
27326048,3,2,"1,764",Single Family,1983,"Forced air, Gas",Central,2 spaces,"$319,000",$181
70747556,5,3,"3,438",Single Family,2005,"Forced air, Electric",Central,2 spaces,"$489,000",$142
7514205,2,1,788,Single Family,1936,Other,Other,2 spaces,"$181,900",$231
65546308,2,1,900,Condo,1984,"Baseboard, Gas",Central,2 spaces,"$149,900",$167
110737102,3,2,"2,358",Single Family,1965,"Forced air, Gas",Central,1 space,"$259,900",$110
69302229,2,2,924,Townhouse,1986,"Forced air, Gas",Central,2 spaces,"$849,000",$919
60261285,2,1,950,Condo,1975,"Baseboard, Gas",Other,1 space,"$134,999",$142
29333062,4,7,"6,840",Single Family,1999,Forced air,Central,3 spaces,"$2,600,000",$380
26794863,3,2,"1,407",Single Family,1957,Forced air,Central,2 spaces,"$175,000",$124
19556691,2,2,985,Single Family,1954,Other,None,1 space,"$1,099,000","$1,116"
27327034,3,2,"1,567",Single Family,1984,Forced air,Central,6 spaces,"$280,000",$179
26795771,4,1,"1,440",Single Family,1954,Forced air,Central,1 space,"$169,900",$118
36721864,3,2,"1,232",Single Family,1981,Heat pump,Central,2 spaces,"$225,000",$183
43695007,4,3,"2,248",Single Family,1996,Forced air,Central,2 spaces,"$310,000",$138
71488699,3,2,"1,989",Single Family,1946,Other,Refrigeration,6 spaces,"$750,000",$377
15072610,1,1,635,Condo,1975,Other,None,No Data,"$899,000","$1,416"
29333077,5,5,"5,225",Single Family,1995,Other,Central,3 spaces,"$2,400,000",$459
29323270,5,3,"3,185",Single Family,1997,"Forced air, Electric, Gas",Central,4 spaces,"$789,000",$248
29333063,7,11,"16,722",Single Family,2002,"Forced air, Electric",Central,12 spaces,"$12,900,000",$771
95060776,3,1,"1,782",Single Family,1947,"Forced air, Wall, Gas",Central,2 spaces,"$309,900",$174
3591114,2,2,980,Single Family,1956,"Forced air, Gas",Central,1 space,"$234,900",$240
15131932,4,2,"2,049",Single Family,1959,Forced air,No Data,Attached Garage,"$1,395,000",$681
63509948,1,1,767,Condo,2005,Forced air,Central,1 space,"$255,000",$332
26949149,4,3,"2,016",Single Family,1971,Forced air,Central,2 spaces,"$319,900",$159
29475480,3,3,"2,165",Single Family,2000,Forced air,Central,2 spaces,"$625,000",$289
68978645,4,4,"3,033",Single Family,2005,"Forced air, Gas",Central,10 spaces,"$1,200,000",$396
2136248651,2,1,900,Condo,1970,Electric,No Data,2 spaces,"$119,900",$133
121067648,1,1,"1,035",Condo,2006,"Forced air, Gas",Central,1 space,"$185,000",$179
89667847,4,3,"2,272",Single Family,2008,Forced air,Central,2 spaces,"$1,249,000",$550
246025934,3,2,"1,753",Single Family,2020,"Forced air, Heat pump, Electric",Central,2 spaces,"$287,990",$164
7512449,4,3,"1,514",Single Family,1959,Other,Refrigeration,2 spaces,"$225,000",$149
55397049,3,3,"2,286",Single Family,1894,Forced air,Central,2 spaces,"$489,900",$214
458477,4,3,"2,116",Single Family,1932,Forced air,Central,1 space,"$969,000",$458
448664,1,1,730,Condo,1963,Forced air,Central,No Data,"$292,000",$400
110738232,3,4,"3,228",Single Family,1982,"Forced air, Gas",Central,3 spaces,"$474,900",$147
125230936,1,1,745,Condo,2012,Forced air,Central,2 spaces,"$150,000",$201
3593067,4,2,"1,040",Single Family,1962,Gas,Central,2 spaces,"$335,000",$322
26947748,3,3,"1,546",Single Family,1973,"Forced air, Gas",Central,2 spaces,"$208,000",$135
87691710,2,2,"1,200",Condo,2006,"Forced air, Gas",Central,2 spaces,"$364,900",$304
27327976,4,2,"2,017",Single Family,1983,"Forced air, Gas",Central,2 spaces,"$340,000",$169
63698345,3,3,--,Condo,2002,"Forced air, Gas",Central,2 spaces,"$499,900",
2078005094,2,1,--,Condo,1985,Gas,No Data,2 spaces,"$119,500",
26818503,3,2,"1,139",Single Family,1971,"Forced air, Gas",Central,2 spaces,"$150,000",$132
113979252,--,--,594,Single Family,2012,Other,Refrigerator,No Data,"$630,000","$1,061"
65544482,1,1,700,Condo,1970,Forced air,Central,1 space,"$139,000",$199
125313917,3,2,"1,295",Condo,2012,Forced air,Central,4 spaces,"$250,000",$193
40472968,4,2,"1,558",Single Family,1949,"Forced air, Gas",Central,1 space,"$210,000",$135
26946279,3,3,"1,720",Single Family,1977,Forced air,Central,2 spaces,"$260,000",$151
26994303,3,2,"1,821",Single Family,1965,"Forced air, Gas",Central,2 spaces,"$392,000",$215
7505336,3,2,"1,321",Single Family,1955,"Other, Gas",Other,1 space,"$230,000",$174
2079567485,3,3,"3,002",Condo,2015,"Forced air, Heat pump",Central,2 spaces,"$755,000",$251
43669888,3,1,960,Single Family,1958,"None, Forced air",Central,2 spaces,"$285,000",$297
55405981,1,1,736,Condo,1992,Forced air,Central,2 spaces,"$240,000",$326
110753479,4,2,"1,528",Single Family,1941,"Forced air, Gas",Central,2 spaces,"$339,900",$222
15080532,3,3.5,"3,061",Single Family,1967,Forced air,Central,2 spaces,"$5,795,000","$1,893"
247164329,2,2,950,Condo,2016,Forced air,Central,No Data,"$695,000",$732
20641726,3,2,"1,093",Single Family,1961,Wall,Central,2 spaces,"$700,000",$640
2126801952,2,3,"1,288",Condo,2003,"Forced air, Electric, Propane / Butane",Central,1 space,"$300,000",$233
55406095,2,2,"1,752",Condo,2001,Forced air,Central,No Data,"$539,000",$308
36730417,4,2,"2,340",Single Family,1996,"Heat pump, Electric",No Data,2 spaces,"$409,000",$175
36743599,4,2,"1,864",Single Family,1976,Forced air,Central,No Data,"$350,000",$188
110707602,3,2,"1,811",Single Family,1959,"Forced air, Gas",Central,2 spaces,"$257,000",$142
63692490,1,1,600,Condo,1964,Baseboard,Wall,2 spaces,"$87,000",$145
62847238,4,3,"3,075",Single Family,2004,Heat pump,Central,2 spaces,"$469,999",$153
29331303,6,8,"8,784",Single Family,1982,Forced air,Central,3 spaces,"$3,495,000",$398
19600870,2,2,"1,700",Townhouse,1981,"Forced air, Gas",None,2 spaces,"$1,099,888",$647
29334535,5,5,"4,516",Single Family,2001,"Forced air, Electric, Gas",Central,3 spaces,"$1,275,000",$282
60270629,3,2,"1,775",Condo,1997,"Forced air, Gas",Central,1 space,"$269,900",$152
20794916,3,4,"3,392",Single Family,1923,Forced air,Central,1 space,"$2,995,000",$883
2121238192,5,8,"8,791",Single Family,2005,"Forced air, Electric, Gas",Central,4 spaces,"$3,799,000",$432
54906867,4,2,"1,918",Single Family,1932,Forced air,Central,16 spaces,"$639,900",$334
26799818,4,3,"1,296",Single Family,1961,"Forced air, Gas",Central,2 spaces,"$197,500",$152
2077913807,3,4,"2,457",Single Family,No Data,"Forced air, Heat pump",Central,2 spaces,"$754,800",$307
299125344,3,3,"1,851",Single Family,2020,Forced air,No Data,2 spaces,"$359,900",$194
448700,--,1,550,Condo,1963,Forced air,Central,1 space,"$255,000",$464
26944325,3,2,"1,758",Single Family,1948,"Forced air, Gas",Central,1 space,"$199,000",$113
61325138,2,2,"1,559",Condo,1926,No Data,No Data,1 space,"$1,549,000",$994
26995971,4,2,"1,439",Single Family,1959,"Forced air, Gas",Central,No Data,"$295,000",$205
19556721,4,3,"1,722",Single Family,1954,"Forced air, Gas",Central,1 space,"$1,150,000",$668
3580631,4,3,"2,900",Single Family,1990,"Forced air, Gas",Central,2 spaces,"$449,000",$155
110751900,3,1,"1,264",Single Family,1953,"Forced air, Gas",Central,1 space,"$184,900",$146
40473124,3,1,"1,447",Single Family,1952,"Forced air, Gas",Central,2 spaces,"$197,000",$136
53735967,3,2,"2,052",Single Family,2001,"Forced air, Heat pump",Central,2 spaces,"$265,000",$129
20688535,4,5,"3,908",Single Family,2005,Forced air,Central,2 spaces,"$1,350,000",$345
2077987889,2,2,"1,120",Condo,1996,Forced air,Central,1 space,"$194,900",$174
110701338,4,2,"1,749",Single Family,1956,"Forced air, Gas",Central,2 spaces,"$244,900",$140
17044483,3,2,"1,072",Single Family,1987,Forced air,Wall,2 spaces,"$499,000",$465
27330607,3,2,"1,624",Single Family,1983,"Forced air, Gas",Central,2 spaces,"$289,900",$179
20794256,3,2,"1,949",Single Family,1916,Forced air,Central,2 spaces,"$1,799,000",$923
125231582,2,1,"1,100",Condo,2012,Forced air,Central,2 spaces,"$220,000",$200
19579887,3,2,"1,512",Single Family,1920,"None, Forced air",None,4 spaces,"$1,250,000",$827
20801682,2,2,"1,300",Single Family,1929,Forced air,Central,2 spaces,"$1,249,000",$961
7515527,5,3.5,"24,888",Single Family,2020,"Electric, Gas",Evaporative,4 spaces,"$318,888",$13
60270617,2,2,"1,300",Condo,1999,"Forced air, Gas",Central,1 space,"$199,000",$153
63703823,2,2,"1,200",Condo,2002,"Forced air, Gas",Central,1 space,"$249,000",$208
20788332,2,2,"1,255",Condo,1981,Forced air,Central,2 spaces,"$815,000",$649
61122203,1,2,900,Condo,2002,Forced air,Central,No Data,"$269,900",$300
82291316,--,1,562,Condo,2007,Forced air,Central,1 space,"$489,000",$870
94702669,3,4,"1,548",Townhouse,2010,"Forced air, Gas",Central,2 spaces,"$1,250,000",$807
62007666,1,1,600,Condo,1963,"Forced air, Gas",Central,1 space,"$99,900",$167
7510715,3,2,"1,258",Single Family,1951,"Other, Gas",Evaporative,3 spaces,"$219,999",$175
2093019920,2,2,--,Condo,2017,"Forced air, Gas",Central,1 space,"$374,999",
110755026,3,3,"2,212",Single Family,1948,"Forced air, Gas",Central,1 space,"$359,000",$162
26802165,2,1,840,Single Family,1954,"Other, Electric",Central,1 space,"$130,000",$155
36744633,4,3,"4,000",Single Family,1989,Heat pump,Central,9 spaces,"$550,000",$138
43710140,3,2,"2,116",Single Family,1979,Forced air,Central,No Data,"$349,999",$165
72652295,--,1,550,Condo,1985,"Forced air, Heat pump, Electric",Central,1 space,"$463,933",$844
49911608,2,2,--,Condo,1890,Gas,Central,1 space,"$325,000",
96031440,2,2,917,Condo,2009,Forced air,Central,No Data,"$1,190,000","$1,298"
